Reportedarrest060708.csv
UNITID_P,INSTNM,BRANCH,Address,City,State,Zip,sector_cd,sector_desc,men_total,women_total,Total,Weapon6,Drug6,Liquor6,Weapon7,Drug7,Liquor7,Weapon8,Drug8,Liquor8,FILTER06,FILTER07,FILTER08
19826003.0,Central Piedmont Community College,Cato Campus,8120 Grier Road,Charlotte,NC,28215.0,4.0,Public, 2-year,7881.0,10727.0,18608.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
19826004.0,Central Piedmont Community College,Levine Campus,2800 Campus Ridge Road,Matthews,NC,28105.0,4.0,Public, 2-year,7881.0,10727.0,18608.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
19826005.0,Central Piedmont Community College,Harper Campus,315 West Hebron Street,Charlotte,NC,28273.0,4.0,Public, 2-year,7881.0,10727.0,18608.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
19826006.0,Central Piedmont Community College,Harris Campus,3210 CPCC Harris Campus Drive,Charlotte,NC,28208.0,4.0,Public, 2-year,7881.0,10727.0,18608.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
19830301.0,Chowan University,Main Campus,One University Place,MURFREESBORO,NC,27855.0,2.0,Private nonprofit, 4-year or above,489.0,463.0,952.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19832101.0,Cleveland Community College,Cleveland Community College,137 S POST RD,SHELBY,NC,28152.0,4.0,Public, 2-year,1274.0,2388.0,3662.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19833001.0,Coastal Carolina Community College,Coastal Carolina Community College,444 WESTERN BLVD,JACKSONVILLE,NC,285466877.0,4.0,Public, 2-year,1782.0,3075.0,4857.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19836701.0,Craven Community College,New Bern,800 COLLEGE CT,NEW BERN,NC,28562.0,4.0,Public, 2-year,1215.0,1921.0,3136.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19836702.0,Craven Community College,Havelock Campus,305 cunningham Blvd,Havelock,NC,28532.0,4.0,Public, 2-year,1215.0,1921.0,3136.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0
19837601.0,Davidson County Community College,Main Campus,297 DAVIDSON COMMUNITY COLLEGE RD,Thomasville,NC,27360.0,4.0,Public, 2-year,1185.0,2315.0,3500.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19837602.0,Davidson County Community College,Davidson County Community College-Davie Campus,1205 Salisbury Road,Mocksville,NC,27028.0,4.0,Public, 2-year,1185.0,2315.0,3500.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19838501.0,Davidson College,Main Campus,102 North Main Street,Davidson,NC,28035.0,2.0,Private nonprofit, 4-year or above,817.0,851.0,1668.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19841901.0,Duke University,Main Campus,207 ALLEN BLDG. BOX 90001,DURHAM,NC,27708.0,2.0,Private nonprofit, 4-year or above,7317.0,6743.0,14060.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19841902.0,Duke University,Marine Laboratory,135 Duke Marine Lab Road,Beaufort,NC,285169721.0,2.0,Private nonprofit, 4-year or above,7317.0,6743.0,14060.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19845501.0,Durham Technical Community College,Main Campus,1637 Lawson Street,Durham,NC,27703.0,4.0,Public, 2-year,2039.0,3378.0,5417.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19845502.0,Durham Technical Community College,Northern Durham Center,2401 Snow Hill Road,Durham,NC,27712.0,4.0,Public, 2-year,2039.0,3378.0,5417.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19845504.0,Durham Technical Community College,Orange County Campus,525 College Park Road,Hillsborough,NC,27278.0,4.0,Public, 2-year,2039.0,3378.0,5417.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0
19846401.0,East Carolina University,East Carolina University,EAST FIFTH STREET,GREENVILLE,NC,278584353.0,1.0,Public, 4-year or above,10795.0,16882.0,27677.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19846402.0,East Carolina University,East Carolina University Brody School of Medicine,600 Moye Boulevard,Greenville,NC,27834.0,1.0,Public, 4-year or above,10795.0,16882.0,27677.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19849101.0,Edgecombe Community College,Edgecombe Community College-Tarboro Campus,2009 W WILSON ST,TARBORO,NC,27886.0,4.0,Public, 2-year,611.0,1766.0,2377.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19849102.0,Edgecombe Community College,Edgecombe Community College-Rocky Mount Campus,225 Tarboro Street,Rocky Mount,NC,27801.0,4.0,Public, 2-year,611.0,1766.0,2377.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19850701.0,Elizabeth City State University,Main Campus,1704 WEEKSVILLE RD,ELIZABETH CITY,NC,27909.0,1.0,Public, 4-year or above,1168.0,1936.0,3104.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19851601.0,Elon University,Elon University,216 North Williamson Ave.,Elon,NC,272442010.0,2.0,Private nonprofit, 4-year or above,2356.0,3272.0,5628.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19852501.0,Fayetteville Beauty College,Main Campus,3442 BRAGG BLVD,FAYETTEVILLE,NC,28303.0,9.0,Private for-profit, less-than 2-year,0.0,45.0,45.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19853401.0,Fayetteville Technical Community College,Fayetteville Technical Community College,2201 HULL RD,FAYETTEVILLE,NC,283030236.0,4.0,Public, 2-year,3343.0,7459.0,10802.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19854301.0,Fayetteville State University,Main Campus,1200 MURCHISON RD,FAYETTEVILLE,NC,283014298.0,1.0,Public, 4-year or above,1954.0,4263.0,6217.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19855201.0,Forsyth Technical Community College,Main Campus,2100 SILAS CREEK PKY,WINSTON SALEM,NC,271035197.0,4.0,Public, 2-year,2827.0,5054.0,7881.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19855202.0,Forsyth Technical Community College,Grady P. Swisher Center,1251 Dudley Products Drive,Kernersville,NC,27284.0,4.0,Public, 2-year,2827.0,5054.0,7881.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19855203.0,Forsyth Technical Community College,Mazie S. Woodruff Center,4905 Lansing Drive,Winston Salem,NC,27105.0,4.0,Public, 2-year,2827.0,5054.0,7881.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19855204.0,Forsyth Technical Community College,West Campus,1300 Bolton Street,Winston Salem,NC,27103.0,4.0,Public, 2-year,2827.0,5054.0,7881.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19855205.0,Forsyth Technical Community College,Northwest Center,3111 Big Oaks Drive,King,NC,27050.0,4.0,Public, 2-year,2827.0,5054.0,7881.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19856101.0,Gardner-Webb University,Main Campus,110 MAIN ST,BOILING SPRINGS,NC,28017.0,2.0,Private nonprofit, 4-year or above,1417.0,2653.0,4070.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19857001.0,Gaston College,Main Campus,201 HWY 321 SOUTH,DALLAS,NC,28034.0,4.0,Public, 2-year,1828.0,3506.0,5334.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19857002.0,Gaston College,Lincoln Campus,511 South Aspen St,Lincolnton,NC,28093.0,4.0,Public, 2-year,1828.0,3506.0,5334.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19857003.0,Gaston College,East Campus,7220 Wilkinson Blvd.,Belmont,NC,28012.0,4.0,Public, 2-year,1828.0,3506.0,5334.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19858901.0,Carolina Beauty College 8,Main Campus,2001 E WENDOVER AVE,GREENSBORO,NC,27405.0,9.0,Private for-profit, less-than 2-year,13.0,77.0,90.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19859801.0,Greensboro College,Main Campus,815 W MARKET ST,GREENSBORO,NC,274011875.0,2.0,Private nonprofit, 4-year or above,583.0,696.0,1279.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19861301.0,Guilford College,Main Campus,5800 W FRIENDLY AVE,GREENSBORO,NC,27410.0,2.0,Private nonprofit, 4-year or above,1054.0,1587.0,2641.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19862201.0,Guilford Technical Community College,Main Campus,601 HIGH POINT RD,JAMESTOWN,NC,27282.0,4.0,Public, 2-year,4946.0,6280.0,11226.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19862204.0,Guilford Technical Community College,GTCC High Point Campus,901 South Main Street,High Point,NC,27260.0,4.0,Public, 2-year,4946.0,6280.0,11226.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19862205.0,Guilford Technical Community College,Greensboro Campus,3505 East Wendover Avenue,Greensboro,NC,27405.0,4.0,Public, 2-year,4946.0,6280.0,11226.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19863101.0,Hairstyling Institute of Charlotte Inc,Main Campus,209B S KINGS DR,CHARLOTTE,NC,28204.0,9.0,Private for-profit, less-than 2-year,45.0,20.0,65.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19864001.0,Halifax Community College,Main Campus,100 COLLEGE DRIVE,WELDON,NC,27890.0,4.0,Public, 2-year,456.0,918.0,1374.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19866801.0,Haywood Community College,Haywood Community College,185 FREEDLANDER DR,CLYDE,NC,28721.0,4.0,Public, 2-year,965.0,1340.0,2305.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19867701.0,Heritage Bible College,Main Campus,PO BOX 1628,DUNN,NC,28335.0,2.0,Private nonprofit, 4-year or above,41.0,39.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19869501.0,High Point University,Main Campus,833 MONTLIEU AVE,HIGH POINT,NC,272623598.0,2.0,Private nonprofit, 4-year or above,1241.0,2168.0,3409.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19869502.0,High Point University,Budd Family Campus,6000 Museum Drive,Winston Salem,NC,271059503.0,2.0,Private nonprofit, 4-year or above,1241.0,2168.0,3409.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19871001.0,Isothermal Community College,Isothermal Community College,286 ICC Loop Road,SPINDALE,NC,281600804.0,4.0,Public, 2-year,928.0,1396.0,2324.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19872901.0,James Sprunt Community College,Main Campus,133 JAMES SPRUNT DRIVE,KENANSVILLE,NC,283490398.0,4.0,Public, 2-year,412.0,842.0,1254.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19874701.0,John Wesley College,Main Campus,2314 N CENTENNIAL ST,HIGH POINT,NC,272653136.0,2.0,Private nonprofit, 4-year or above,45.0,33.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19875601.0,Johnson C Smith University,Main Campus  Johnson C. Smith University,100-152 BEATTIES FORD RD,CHARLOTTE,NC,282165302.0,2.0,Private nonprofit, 4-year or above,621.0,950.0,1571.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19877401.0,Johnston Community College,Main Campus,245 COLLEGE ROAD,SMITHFIELD,NC,275772350.0,4.0,Public, 2-year,1520.0,2628.0,4148.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19880801.0,Lees-McRae College,LEES-MCRAE COLLEGE,PO BOX 128,BANNER ELK,NC,286040128.0,2.0,Private nonprofit, 4-year or above,358.0,590.0,948.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19881701.0,Lenoir Community College,Main Campus,231 HIGHWAY 58 SOUTH,KINSTON,NC,285020188.0,4.0,Public, 2-year,1153.0,1938.0,3091.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19883501.0,Lenoir-Rhyne University,Main Campus,625 7TH Ave. NE,HICKORY,NC,28601.0,2.0,Private nonprofit, 4-year or above,535.0,1005.0,1540.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19884401.0,Leons Beauty School Inc,Main Campus,1305 COLISEUM BLVD,GREENSBORO,NC,27403.0,9.0,Private for-profit, less-than 2-year,10.0,130.0,140.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19886201.0,Livingstone College,Main Campus,701 West Monroe Street,Salisbury,NC,28144.0,2.0,Private nonprofit, 4-year or above,585.0,409.0,994.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19887101.0,Louisburg College,Main Campus,501 N. Main St.,Louisburg,NC,275492399.0,5.0,Private nonprofit, 2-year,392.0,180.0,572.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19889901.0,Mars Hill College,Main Campus,100 ATHLETIC ST,MARS HILL,NC,28754.0,2.0,Private nonprofit, 4-year or above,589.0,656.0,1245.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19890501.0,Martin Community College,Main Campus,1161 Kehukee Park Road,Williamston,NC,278928307.0,4.0,Public, 2-year,194.0,419.0,613.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19891401.0,Mayland Community College,Main Campus,200 Mayland Drive,SPRUCE PINE,NC,28777.0,4.0,Public, 2-year,807.0,814.0,1621.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19892301.0,McDowell Technical Community College,Main Campus,54 College Drive,MARION,NC,287528728.0,4.0,Public, 2-year,535.0,750.0,1285.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19894101.0,Mercy School of Nursing,Main Campus,701 B FOREST POINT CIRCLE,CHARLOTTE,NC,28273.0,4.0,Public, 2-year,19.0,122.0,141.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19895001.0,Meredith College,Meredith College Main Campus,3800 HILLSBOROUGH ST,RALEIGH,NC,276075298.0,2.0,Private nonprofit, 4-year or above,39.0,2211.0,2250.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19896901.0,Methodist University,Methodist University,5400 RAMSEY ST,FAYETTEVILLE,NC,283111420.0,2.0,Private nonprofit, 4-year or above,1209.0,981.0,2190.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19897801.0,Miller-Motte College,Miller Motte  College,5000 Market Street,WILMINGTON,NC,28405.0,3.0,Private for-profit, 4-year or above,119.0,618.0,737.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19898701.0,Mitchell Community College,Historic Main Campus,500 W BROAD STREET,STATESVILLE,NC,286775293.0,4.0,Public, 2-year,1077.0,1905.0,2982.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19899601.0,Mitchells Hairstyling Academy,Main Campus,426 ARLINGTON BLVD,GREENVILLE,NC,27858.0,9.0,Private for-profit, less-than 2-year,1.0,5.0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19900501.0,Mitchells Hairstyling Academy,Main Campus,2620 FOREST HILLS RD  STE A,WILSON,NC,27893.0,9.0,Private for-profit, less-than 2-year,0.0,3.0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19901401.0,Regina's College of Beauty,Main Campus,1201 Stafford st Ste B2,Monroe,NC,28110.0,9.0,Private for-profit, less-than 2-year,0.0,23.0,23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19902301.0,Montgomery Community College,Montgomery Community College,1011 PAGE ST,Troy,NC,27371.0,4.0,Public, 2-year,354.0,699.0,1053.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19903201.0,Montreat College,Montreat Campus,310 GAITHER CIR,MONTREAT,NC,287571267.0,2.0,Private nonprofit, 4-year or above,405.0,708.0,1113.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19906901.0,Mount Olive College,Main Campus,634 HENDERSON ST,MT OLIVE,NC,283650919.0,2.0,Private nonprofit, 4-year or above,1170.0,2220.0,3390.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19906902.0,Mount Olive College,Goldsboro,1520 Goodson ST,Seymour Johnson AFB,NC,275312411.0,2.0,Private nonprofit, 4-year or above,1170.0,2220.0,3390.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19906903.0,Mount Olive College,New Bern,2131 South Glenburnie Rd,New Bern,NC,28562.0,2.0,Private nonprofit, 4-year or above,1170.0,2220.0,3390.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19906904.0,Mount Olive College,Triangle,5001 S. Miami Boulevard,Durham,NC,27703.0,2.0,Private nonprofit, 4-year or above,1170.0,2220.0,3390.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19906905.0,Mount Olive College,Wilmington,1426 Common Wealth DR,Wilmington,NC,28403.0,2.0,Private nonprofit, 4-year or above,1170.0,2220.0,3390.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19906906.0,Mount Olive College,Washington,4525 US HWY 264 West,Washington,NC,27889.0,2.0,Private nonprofit, 4-year or above,1170.0,2220.0,3390.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19907801.0,College of Wilmington,Main Campus,4348 MARKET ST,WILMINGTON,NC,28403.0,9.0,Private for-profit, less-than 2-year,7.0,71.0,78.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19908701.0,Nash Community College,Main Campus,522 N. Old Carriage Road,Rocky Mount,NC,27804.0,4.0,Public, 2-year,1207.0,1781.0,2988.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19910201.0,North Carolina A & T State University,North Carolina A&T State University,1601 E Market  St,Greensboro,NC,27411.0,1.0,Public, 4-year or above,4780.0,5608.0,10388.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19911101.0,University of North Carolina at Asheville,UNIVERISTY OF NORTH CAROLINA AT ASHEVILLE,1 UNIVERSITY HEIGHTS,ASHEVILLE,NC,288048510.0,1.0,Public, 4-year or above,1523.0,2106.0,3629.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19912001.0,University of North Carolina at Chapel Hill,The University of North Carolina at Chapel Hill,CB 9100, 103 South Building UNC-Chapel Hill,CHAPEL HILL,NC,275999100.0,1.0,Public, 4-year or above,11825.0,16742.0,28567.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19913901.0,University of North Carolina at Charlotte,Main Campus,9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,282230001.0,1.0,Public, 4-year or above,10720.0,12580.0,23300.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19914801.0,University of North Carolina at Greensboro,Main Campus,1000 SPRING GARDEN STREET,GREENSBORO,NC,274026170.0,1.0,Public, 4-year or above,6361.0,13615.0,19976.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19915701.0,North Carolina Central University,North Carolina Central University,1801 FAYETTEVILLE ST,DURHAM,NC,27707.0,1.0,Public, 4-year or above,2651.0,5384.0,8035.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19918401.0,University of North Carolina School of the Arts,Main Campus,1533 S MAIN ST,WINSTON SALEM,NC,271272188.0,1.0,Public, 4-year or above,504.0,375.0,879.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19919301.0,North Carolina State University at Raleigh,Main Campus,2101 Hillsborough Street,RALEIGH,NC,276957001.0,1.0,Public, 4-year or above,18344.0,14528.0,32872.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19920901.0,North Carolina Wesleyan College,Main Campus,3400 N WESLEYAN BLVD,ROCKY MOUNT,NC,27804.0,2.0,Private nonprofit, 4-year or above,608.0,898.0,1506.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19921801.0,University of North Carolina-Wilmington,Main Campus,601 S COLLEGE RD,WILMINGTON,NC,284035931.0,1.0,Public, 4-year or above,5157.0,7486.0,12643.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19926301.0,Pamlico Community College,Main Campus,5049 HWY 306S,GRANTSBORO,NC,28529.0,4.0,Public, 2-year,186.0,286.0,472.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19927201.0,Peace College,Peace College,15 E PEACE ST,RALEIGH,NC,276041194.0,2.0,Private nonprofit, 4-year or above,1.0,712.0,713.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19928101.0,University of North Carolina at Pembroke,Main Campus,ONE UNIVERSITY DRIVE,PEMBROKE,NC,283721510.0,1.0,Public, 4-year or above,2306.0,3997.0,6303.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19930601.0,Pfeiffer University,Main Campus,48380 HWY 52N,MISENHEIMER,NC,281090960.0,2.0,Private nonprofit, 4-year or above,748.0,1271.0,2019.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19931501.0,Piedmont Baptist College and Graduate School,Main Campus,420 S. Broad St.,WINSTON SALEM,NC,27101.0,2.0,Private nonprofit, 4-year or above,260.0,133.0,393.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19931502.0,Piedmont Baptist College and Graduate School,Aviation,249 Gilbert Road,Mocksville,NC,27028.0,2.0,Private nonprofit, 4-year or above,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
19931503.0,Piedmont Baptist College and Graduate School,Chittagong,20 K.B. Fazlul KD. Road,Chittagong,NULL,NULL,2.0,Private nonprofit, 4-year or above,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,NULL,NULL
19932401.0,Piedmont Community College,Main Campus,1715 COLLEGE DR,ROXBORO,NC,27573.0,4.0,Public, 2-year,1133.0,1495.0,2628.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19932402.0,Piedmont Community College,Caswell County Campus,331 Piedmont Drive,,Yanceyville,NC,27379.0,4.0,Public, 2-year,1133.0,1495.0,2628.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19933301.0,Pitt Community College,Main Campus,1986 Pitt Tech Road,WINTERVILLE,NC,28590.0,4.0,Public, 2-year,2916.0,4160.0,7076.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19941201.0,Queens University of Charlotte,Main Campus,1900 SELWYN AVE,CHARLOTTE,NC,282740001.0,2.0,Private nonprofit, 4-year or above,611.0,1691.0,2302.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19942101.0,Randolph Community College,Randolph Community College,629 INDUSTRIAL PK AVE,ASHEBORO,NC,27205.0,4.0,Public, 2-year,880.0,1647.0,2527.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19944901.0,Richmond Community College,Main Campus,1042 W. Hamlet Ave.,Hamlet,NC,283451189.0,4.0,Public, 2-year,525.0,1251.0,1776.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19945801.0,Roanoke Bible College,Mid-Atlantic Christian University,715 N POINDEXTER ST,ELIZABETH CITY,NC,279094054.0,2.0,Private nonprofit, 4-year or above,86.0,67.0,153.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19946701.0,Roanoke-Chowan Community College,Main Campus  (Same),109 Community College Rd,Ahoskie,NC,279109522.0,4.0,Public, 2-year,346.0,675.0,1021.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19947601.0,Robeson Community College,Robeson Community College,5160 Fayetteville Rd,LUMBERTON,NC,28360.0,4.0,Public, 2-year,736.0,1622.0,2358.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
19948501.0,Rockingham Community College,Main Campus,HWY 65W COUNTY HOME RD,WENTWORTH,NC,273750038.0,4.0,Public, 2-year,784.0,1341.0,2125.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
