Noncampuscrime070809.csv
UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,MURD7,NEG_M7,FORCIB7,NONFOR7,ROBBE7,AGG_A7,BURGLA7,VEHIC7,ARSON7,MURD8,NEG_M8,FORCIB8,NONFOR8,ROBBE8,AGG_A8,BURGLA8,VEHIC8,ARSON8,MURD9,NEG_M9,FORCIB9,NONFOR9,ROBBE9,AGG_A9,BURGLA9,VEHIC9,ARSON9,FILTER07,FILTER08,FILTER09
450605001.0,Empire Beauty School-North Hills,Empire Beauty School-North Hills,4768 McKnight Road,Pittsburgh,PA,15237.0,9.0,Private for-profit, less-than 2-year,11.0,85.0,96.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450614001.0,Empire Beauty School-Concord,Empire Beauty School-Concord,Shops @ Kings Grant 10075 Weddington Rd,Concord,NC,28027.0,9.0,Private for-profit, less-than 2-year,8.0,148.0,156.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450623001.0,Empire Beauty School-Arlington Heights,Empire Beauty School-Arlington Heights,264 West Rand Rd,Arlington Heights,IL,60004.0,9.0,Private for-profit, less-than 2-year,7.0,135.0,142.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450632001.0,Lexington Healing Arts Academy,Lexington Healing Arts Academy,272 Southland Drive,Lexington,KY,40503.0,9.0,Private for-profit, less-than 2-year,26.0,106.0,132.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450641001.0,Empire Beauty School-Hooksett,Empire Beauty School-Hooksett,1328 Hooksett Rd,Hooksett,NH,3106.0,9.0,Private for-profit, less-than 2-year,11.0,130.0,141.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450650001.0,The Institute of Beauty and Wellness,The Institute of Beauty and Wellness,342 North Water St,Milwaukee,WI,53202.0,6.0,Private for-profit, 2-year,13.0,150.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
450669001.0,Intercoast Colleges,Intercoast Colleges,One Civic Plaza-Ste 110,Carson,CA,90745.0,9.0,Private for-profit, less-than 2-year,58.0,60.0,118.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450678001.0,Intercoast Career Institute,Intercoast Career Institute,207 Gannett Dr,South Portland,ME,4106.0,9.0,Private for-profit, less-than 2-year,10.0,48.0,58.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450696001.0,Western Career College-Stockton,Carrington College California-Stockton,1313 W. Robinhood Drive-Ste B,Stockton,CA,95207.0,6.0,Private for-profit, 2-year,93.0,473.0,566.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450702001.0,Western Career College-Citrus Heights,Carrington College California-Citrus Heights,7301 Greenback Lane-Ste A,Citrus Heights,CA,95621.0,6.0,Private for-profit, 2-year,116.0,699.0,815.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450720001.0,Euphoria Institute of Beauty Arts & Sciences,Euphoria Institute of Beauty Arts & Sciences,9340 W. Sahara Ave Ste. 205,Las Vegas,NV,89117.0,6.0,Private for-profit, 2-year,6.0,230.0,236.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450739001.0,Euphoria Institute of Beauty Arts & Sciences,Euphoria Institute of Beauty Arts & Sciences,11041 So Eastern Ave. - Ste 112,Henderson,NV,89052.0,6.0,Private for-profit, 2-year,5.0,240.0,245.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450757001.0,Empire Beauty School-Portsmouth,Empire Beauty School-Portsmouth,2545 Lafayette Rd,Portsmouth,NH,3801.0,9.0,Private for-profit, less-than 2-year,9.0,138.0,147.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450766001.0,Long Island University-Riverhead,Long Island University-Riverhead,121 Speonk-Riverhead Rd LIU Building,Riverhead,NY,119013499.0,2.0,Private nonprofit, 4-year or above,114.0,154.0,268.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450775001.0,Newbridge College-Long Beach,Newbridge College-Santa Ana,1840 E. 17th Street,Santa Ana,CA,90705.0,6.0,Private for-profit, 2-year,82.0,386.0,468.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450784001.0,Regency Beauty Institute-Lakewood,Regency Beauty Institute,98 Wadsworth Blvd, Suite 115,Lakewood,CO,80226.0,9.0,Private for-profit, less-than 2-year,5.0,86.0,91.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450793001.0,Regency Beauty Institute-Westminster,Regency Beauty Institute,6755 West 88th Ave.,Westminster,CO,80031.0,9.0,Private for-profit, less-than 2-year,4.0,137.0,141.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450809001.0,Regency Beauty Institute-Indianapolis,Regency Beauty Institute,8252 Rockville Road,Indianapolis,IN,46214.0,9.0,Private for-profit, less-than 2-year,3.0,112.0,115.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450818001.0,Regency Beauty Institute-Joliet,Regency Beauty Institute,2904 Colorado Ave.,Joliet,IL,60431.0,9.0,Private for-profit, less-than 2-year,9.0,145.0,154.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450827001.0,Regency Beauty Institute-Rockford,Regency Beauty Institute,657 Highgrove Place,Rockford,IL,61108.0,9.0,Private for-profit, less-than 2-year,8.0,170.0,178.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450836001.0,Regency Beauty Institute-Greenfield,Regency Beauty Institute,7995 West Layton Ave.,Greenfield,WI,53220.0,9.0,Private for-profit, less-than 2-year,5.0,79.0,84.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450845001.0,Regency Beauty Institute-Phoenix,Regency Beauty Institute,10217 N. Metro Pkwy W.,Phoenix,AZ,85710.0,9.0,Private for-profit, less-than 2-year,1.0,105.0,106.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450854001.0,Regency Beauty Institute-Tucson,Regency Beauty Institute,7225 E. Broadway Blvd.-Ste 170,Tucson,AZ,85710.0,9.0,Private for-profit, less-than 2-year,6.0,125.0,131.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450863001.0,Regency Beauty Institute-Springdale,Regency Beauty Institute,11489 Princeton Pike,Springdale,OH,45246.0,9.0,Private for-profit, less-than 2-year,1.0,78.0,79.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450872001.0,Regency Beauty Institute-Cincinnati,Regency Beauty Institute,4450 Eastgate Blvd Space #5,Cincinnati,OH,45246.0,9.0,Private for-profit, less-than 2-year,5.0,83.0,88.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450881001.0,Regency Beauty Institute-Topeka,Regency Beauty Institute,1930 SW Wanamaker Road-Ste A,Topeka,KS,66604.0,9.0,Private for-profit, less-than 2-year,6.0,79.0,85.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
450933001.0,Columbia Southern University,Columbia Southern University,21982 University Lane,Orange Beach,AL,36561.0,3.0,Private for-profit, 4-year or above,8732.0,4589.0,13321.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
450942001.0,Phoenix School of Law,Phoenix School of Law,4041 N Central Ave Ste 100,Phoenix,AZ,85012.0,3.0,Private for-profit, 4-year or above,258.0,231.0,489.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
450951001.0,Arizona Culinary Institute,Arizona Culinary Institute,10585 N 114th St Ste 401,Scottsdale,AZ,85259.0,9.0,Private for-profit, less-than 2-year,80.0,45.0,125.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450960001.0,InfoTech Career College,InfoTech Career College,16900 Lakewood Blvd Ste 209,Bellflower,CA,90706.0,9.0,Private for-profit, less-than 2-year,8.0,137.0,145.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450979001.0,TUI University,TUI University,5665 Plaza Dr, 3rd fl,Cypress,CA,90630.0,3.0,Private for-profit, 4-year or above,5351.0,2695.0,8046.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,0.0
450988001.0,Coastline Beauty College,Coastline Beauty College,10840 Warner Ave. Suite 207,Fountain Valley,CA,92708.0,9.0,Private for-profit, less-than 2-year,56.0,186.0,242.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
450997001.0,Healthy Hair Academy,Healthy Hair Academy,2648 W Imperial Hwy,Inglewood,CA,90303.0,9.0,Private for-profit, less-than 2-year,74.0,73.0,147.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451006001.0,Career College Consultants,Career College Consultants,5015 Eagle Rock Blvd Ste 302,Los Angeles,CA,90041.0,9.0,Private for-profit, less-than 2-year,22.0,40.0,62.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451015001.0,Career College of San Diego,Career College of San Diego,3350 Market St Ste C,San Diego,CA,92102.0,9.0,Private for-profit, less-than 2-year,13.0,39.0,52.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451024001.0,Proteus,Proteus,1830 N Dinuba Blvd,Visalia,CA,93291.0,8.0,Private nonprofit, less-than 2-year,47.0,21.0,68.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
451033001.0,Montessori Centre International Denver,Montessori Centre International Denver,9351 E Arbor Dr,Greenwood Village,CO,80111.0,8.0,Private nonprofit, less-than 2-year,0.0,18.0,18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451042001.0,Branford Academy of Hair & Cosmetology,Branford Academy of Hair & Cosmetology,251 West Main Street B2 S6,Branford,CT,6405.0,9.0,Private for-profit, less-than 2-year,11.0,29.0,40.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451051001.0,Academy of Massage and Bodywork,Academy of Massage and Bodywork,1218 Pulaski Hwy Ste 324,Bear,DE,19701.0,9.0,Private for-profit, less-than 2-year,6.0,36.0,42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451060001.0,Digital Media Arts College,Digital Media Arts College,5400 Broken Sound Blvd.,Boca Raton,FL,33487.0,3.0,Private for-profit, 4-year or above,308.0,114.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451079001.0,Academy for Five Element Acupuncture,Academy for Five Element Acupuncture,305 SE 2nd Ave,Gainesville,FL,32601.0,2.0,Private nonprofit, 4-year or above,19.0,55.0,74.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451088001.0,FastTrain of Jacksonville,FasTrain of Jacksonville,10752 Deerwood Park Blvd S., Suite 201,Jacksonville,FL,32256.0,9.0,Private for-profit, less-than 2-year,137.0,22.0,159.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
451097001.0,Academy of Career Training,Academy of Career Training,3501 W Vine St Ste 111,Kissimmee,FL,34741.0,9.0,Private for-profit, less-than 2-year,58.0,139.0,197.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451103001.0,Management Resources Institute,Management Resources Institute,10 NW Le Jeune Road,Miami,FL,33126.0,9.0,Private for-profit, less-than 2-year,40.0,122.0,162.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,0.0,1.0
451112001.0,FastTrain of Miami,FasTrain of Miami,5555 W Flagler St,Miami,FL,33134.0,9.0,Private for-profit, less-than 2-year,66.0,14.0,80.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
451121001.0,Hi-Tech School of Cosmetology,Hi-Tech School of Cosmetology,1303 SW 107 Ave,Miami,FL,33174.0,9.0,Private for-profit, less-than 2-year,5.0,156.0,161.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451130001.0,Wolford College,Wolford College,1135 Creekside Blvd Suite 2,Naples,FL,34108.0,2.0,Private nonprofit, 4-year or above,105.0,119.0,224.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451149001.0,Aveda Institute-Saint Petersburg,Aveda Institute-Saint Petersburg,235 3rd Street S.,St. Petersburg,FL,33701.0,9.0,Private for-profit, less-than 2-year,38.0,260.0,298.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451149002.0,Aveda Institute-Saint Petersburg,Orlando,495 N. Semorna Blvd.,Winter Park,FL,32792.0,9.0,Private for-profit, less-than 2-year,38.0,260.0,298.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
451149003.0,Aveda Institute-Saint Petersburg,South Florida,4186 S. University Drive,Davie,FL,33328.0,9.0,Private for-profit, less-than 2-year,38.0,260.0,298.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
451158001.0,Aveda Institute-Tallahassee,Aveda Institute-Tallahassee,2020 W Pensacola St,Tallahassee,FL,32304.0,9.0,Private for-profit, less-than 2-year,35.0,158.0,193.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451167001.0,Shear Excellence International Hair Academy,Shear Excellence International Hair Academy,3649 W. Waters Avenue,Tampa,FL,33614.0,8.0,Private nonprofit, less-than 2-year,91.0,27.0,118.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451194001.0,Carlson College of Massage Therapy,Carlson College of Massage Therapy,11809 Country Rd X28,Anamosa,IA,52205.0,9.0,Private for-profit, less-than 2-year,2.0,54.0,56.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451200001.0,Bio-Chi Institute of Massage Therapy,Bio-Chi Institute of Massage Therapy,1925 Geneva St,Sioux City,IA,51103.0,9.0,Private for-profit, less-than 2-year,1.0,24.0,25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451219001.0,SOLEX Medical Academy,SOLEX Medical Academy,350 E Dundee Rd Ste 207,Wheeling,IL,60090.0,9.0,Private for-profit, less-than 2-year,6.0,17.0,23.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451228001.0,TechSkills-Indianapolis,TechSkills-Indianapolis,8555 N River Rd Ste 160,Indianapolis,IN,46240.0,9.0,Private for-profit, less-than 2-year,88.0,38.0,126.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,0.0,1.0
451237001.0,Z Hair Academy,Z Hair Academy,2429 Iowa St Ste E,Lawrence,KS,66046.0,9.0,Private for-profit, less-than 2-year,1.0,42.0,43.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451246001.0,Alden's School of Cosmetology,Alden's School of Cosmetology,2080 Main St,Baker,LA,70714.0,9.0,Private for-profit, less-than 2-year,10.0,24.0,34.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451255001.0,DiGrigoli School of Cosmetology,DiGrigoli School of Cosmetology,1578 Riverdale St,West Springfield,MA,1089.0,9.0,Private for-profit, less-than 2-year,0.0,15.0,15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
451264001.0,Millennium Training Institute,Millennium Training Institute,600 W Cummings Park Ste 2550,Woburn,MA,1801.0,9.0,Private for-profit, less-than 2-year,49.0,104.0,153.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451264002.0,Millennium Training Institute,Millennium Training Institute - Satellite Location,263 Summer Street,Boston,MA,2210.0,9.0,Private for-profit, less-than 2-year,49.0,104.0,153.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451273001.0,The Fila Academy Inc,Fila Academy,6320 F Ritchie Hwy,Glen Burnie,MD,21061.0,9.0,Private for-profit, less-than 2-year,7.0,140.0,147.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451282001.0,Gallery College of Beauty,Gallery College of Beauty,38132 S Gratiot,Clinton Township,MI,48036.0,9.0,Private for-profit, less-than 2-year,5.0,209.0,214.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451291001.0,Lakewood School of Therapeutic Massage,Lakewood School of Therapeutic Massage,1102 6th St,Port Huron,MI,48060.0,9.0,Private for-profit, less-than 2-year,9.0,23.0,32.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,1.0,1.0
451307001.0,School of Designing Arts,School of Designing Arts,3000  Sixth Avenue,Springfield,MI,49037.0,9.0,Private for-profit, less-than 2-year,0.0,56.0,56.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.0,1.0,1.0
