Noncampuscrime060708[3,4,5,6].csv
3 Kay Siang Rd,Singapore,NULL,248923.0
Anchorena 1314,Buenos Aires,NULL,NULL
3663 Zhong Shan Bei Rd,Shanghai,NULL,200062.0
3111 SAUNDERS SETTLEMENT RD,SANBORN,NY,14132.0
5795 Lewiston Road,NIAGARA UNIVERSITY,NY,14109.0
19 BANK ST,PEEKSKILL,NY,10566.0
23 Santanoni Avenue Box 89,SARANAC LAKE,NY,129830089.0
75 William Street,Malone,NY,12953.0
11 Hawkeve Trail,Ticonderoga,NY,12883.0
53 East 124th Street,NEW YORK,NY,100351940.0
NORTHERN BLVD,OLD WESTBURY,NY,115688000.0
1650 SE 17 St,Suite 301,Fort Lauderdale,FL
1855 BROADWAY,NEW YORK,NY,100237601.0
170 E 70TH ST,NEW YORK,NY,10021.0
1 SOUTH BLVD,NYACK,NY,109603698.0
141 FURNACE WOODS RD BOX 2130,PEEKSKILL,NY,10566.0
301 N UNION ST,OLEAN,NY,14760.0
4585 West Seneca Turnpike,Syracuse,NY,132154585.0
8015 Oswego Road,Liverpool,NY,13090.0
115 SOUTH ST,MIDDLETOWN,NY,10940.0
1 WashingtonCenter,Newburgh,NY,12550.0
50 Dietz Street - Suite O,ONEONTA,NY,13820.0
1 PACE PLAZA,NEW YORK,NY,100381598.0
78 North Broadway/1 Martine Ave,White Plains,NY,10603.0
861 Bedford Rd,Pleasantville,NY,10570.0
PO BOX 265,PAUL SMITHS,NY,129700265.0
1050 UNION RD,WEST SENECA,NY,14224.0
709 E GENESEE ST,SYRACUSE,NY,13210.0
74-09 37TH AVE,JACKSON HEIGHTS,NY,11372.0
SIX METROTECH CTR,BROOKLYN,NY,112013840.0
40 Saw Mill River Road,Hawthorne,NY,11053.0
105 Maxess Road,Melville,NY,11747.0
55 Broad Street,New York,NY,10004.0
400 Riverside Dr.,Johnson City,NY,137900601.0
200 WILLOUGHBY AVE,BROOKLYN,NY,11205.0
144 West 14 Street,NEW YORK,NY,10011.0
310 Genesee Street,Utica,NY,135024392.0
Piazza S. Apollonia 3,Rome,NULL,153.0
Vestergade 7,DK-1456 Copenhagen K,NULL,NULL
125 CANAL ST,NEW YORK,NY,100025049.0
1593 CONEY ISLAND AVE,BROOKLYN,NY,11230.0
1577 48TH ST,BROOKLYN,NY,11219.0
1876 50TH ST,BROOKLYN,NY,11204.0
28 SADDLE RIVER ROAD,MONSEY,NY,10952.0
185 WILSON ST,BROOKLYN,NY,11211.0
1571 55TH ST,BROOKLYN,NY,11219.0
205 W BEECH ST,LONG BEACH,NY,11561.0
76-01 147th Street,Flushing,NY,11367.0
110 8TH ST,TROY,NY,121803590.0
116 FRONT ST,BINGHAMTON,NY,139053190.0
2301 WESTSIDE DR,ROCHESTER,NY,14624.0
1630 PORTLAND AVE,ROCHESTER,NY,146213007.0
1 LOMB MEMORIAL DR,ROCHESTER,NY,146235603.0
500 Wilson Boulevard,Rochester,NY,146270011.0
145 COLLEGE RD,SUFFERN,NY,10901.0
185 N. Main St.,Spring Valley,NY,10977.0
37 W. Broad Street,Haverstraw,NY,10927.0
22 W 34TH ST 2nd floor,NEW YORK,NY,100013010.0
45 FERRY ST,TROY,NY,12180.0
140 NEW SCOTLAND AVE,ALBANY,NY,12208.0
120 French Road,ROCHESTER,NY,14618.0
ROUTE 417,ST BONAVENTURE,NY,14778.0
180 REMSEN ST,BROOKLYN,NY,11201.0
206 PROSPECT AVE,SYRACUSE,NY,13203.0
23 Romoda Drive,CANTON,NY,13617.0
432 WESTERN AVE,ALBANY,NY,122031490.0
125 RTE 340,SPARKILL,NY,109761050.0
2215 BURDETT AVE,TROY,NY,12180.0
ONE MEADWAY,BRONXVILLE,NY,107085931.0
78 WASHINGTON AVE,SCHENECTADY,NY,12305.0
440 W NECK RD,HUNTINGTON,NY,117431626.0
ONE CEDAR LAWN AVE,LAWRENCE,NY,115591714.0
515 LOUDON RD,LOUDONVILLE,NY,122111462.0
1828 SOUTH AVE,SYRACUSE,NY,13207.0
815 N BROADWAY,SARATOGA SPRINGS,NY,12866.0
245 CLINTON AVE,BROOKLYN,NY,112053688.0
155 W ROE BLVD,PATCHOGUE,NY,117722399.0
201 SEMINARY AVE,YONKERS,NY,107041896.0
575 SCARSDALE RD,CRESTWOOD,NY,107071699.0
Times Square,215 West 43 Street,Second Floor,Manhattan
1656 Champlin Avenue,New Hartford,NY,13413.0
2215 GENESSEE ST,UTICA,NY,13501.0
2215 GENESEE ST,UTICA,NY,13501.0
3690 EAST AVE,ROCHESTER,NY,14618.0
Corporate Commons Two,2 Teleport Drive,STATEN ISLAND,NY
411 CANISTEO ST,HORNELL,NY,148432197.0
8000 UTOPIA PKY,JAMAICA,NY,11439.0
300 HOWARD AVE.,STATEN ISLAND,NY,10301.0
500 Montauk Highway,Oakdale,NY,11769.0
101 Murray Street,Manhattan,NY,10007.0
Via di Santa Maria Mediatrice,24,Rome,NULL
93 Rue de Sevres,Paris,NULL,75006.0
11 Park Place,NEW YORK,NY,100072301.0
175 FULTON AVE,HEMPSTEAD,NY,115503718.0
565 Johnson Avenue,Bohemia,NY,11716.0
112 College Rd,LOCH SHELDRAKE,NY,127595151.0
10 Campus Drive,ALFRED,NY,14802.0
2530 S. Brooklyn Ave,Wellsville,NY,14895.0
CORNELL DR,CANTON,NY,13617.0
2 Main Street,DELHI,NY,13753.0
State Rt 7,COBLESKILL,NY,12043.0
2350 Broadhollow Road,FARMINGDALE,NY,117351021.0
State Route 20,MORRISVILLE,NY,134080901.0
1400 WASHINGTON AVE,ALBANY,NY,12222.0
One University Place,Rensselaer,NY,121443456.0
656 Dippikill Rd.,Warrensburg,NY,128855508.0
VESTAL PARKWAY EAST,BINGHAMTON,NY,139026000.0
CAPEN HALL,BUFFALO,NY,142604900.0
100 Nicolls Road,STONY BROOK,NY,11794.0
ONE FORESTRY DR,SYRACUSE,NY,13210.0
PO BOX 3050,UTICA,NY,135043050.0
350 NEW CAMPUS DR,BROCKPORT,NY,14420.0
1300 ELMWOOD AVE,BUFFALO,NY,142221095.0
PO BOX 2000,CORTLAND,NY,13045.0
CENTRAL AVE,FREDONIA,NY,14063.0
1 COLLEGE CIR,GENESEO,NY,144541477.0
1 Hawk Drive,NEW PALTZ,NY,12561.0
RAVINE PKY,ONEONTA,NY,13820.0
Route 104 West,OSWEGO,NY,13126.0
Pierrepont Avenue,Potsdam,NY,136762294.0
735 ANDERSON HILL RD,PURCHASE,NY,10577.0
33 WEST 42ND STREET,New York,NY,100368003.0
223 STORE HILL RD,OLD WESTBURY,NY,11568.0
101 Broad Street,PLATTSBURGH,NY,12901.0
450 CLARKSON AVE,BROOKLYN,NY,11203.0
Sartoga New York,2 UNION AVE,SARATOGA SPRINGS,NY
6 PENNYFIELD AVE,BRONX,NY,10465.0
750 E ADAMS ST,SYRACUSE,NY,13210.0
425 Robinson St.,Binghamton,NY,13904.0
226 W 26TH ST 5TH FL,NEW YORK,NY,100016700.0
900 S. Crouse Ave.,SYRACUSE,NY,13244.0
Piazza Savonarola 15,Florence,NULL,0.0
7 Rue Schiller,Strasbourg,NULL,67000.0
24 Kensington Park Gardens,London,NULL,NULL
Tat Chee Avenue,Kowloon,Hong Kong,NULL
Migeul Angel,8,Despacho 203,Madrid
667 EASTERN PKY,BROOKLYN,NY,11213.0
769 PARK AVE,ROCHESTER,NY,14607.0
525 W 120TH ST,NEW YORK,NY,10027.0
320 W 31ST ST,NEW YORK,NY,10001.0
170 NORTH ST,DRYDEN,NY,13053.0
507 OCEAN PKY,BROOKLYN,NY,11218.0
27-33 W 23RD ST,NEW YORK,NY,10010.0
65 Broadway,New York,NY,10006.0
227 W. 60th street,New York,NY,10023.0
5323 18th Ave,Brooklyn,NY,11204.0
1602 Ave J,Brooklyn,NY,11230.0
1610 East 19 Street,New York,NY,11229.0
946 Kings Highway,Brooklyn,NY,11223.0
1726 Kings Highway,Brooklyn,NY,11229.0
475 53rd Street,Brooklyn,NY,11220.0
1273 53rd Street,Brooklyn,NY,11220.0
1301 45th street,New York,NY,11219.0
1390 Pennsylvania Avenue,New York,NY,11239.0
532 Neptune Ave,New York,NY,11224.0
1870 stillwell ave,New York,NY,11223.0
75-31 150th st,New York,NY,11367.0
133-35 Roosevelt ave,New York,NY,11354.0
141-61 71st Ave,New York,NY,11367.0
71-02 113 street,New York,NY,11375.0
1700 Union Boulevard,New York,NY,11706.0
225 Eastview Drive,New York,NY,11722.0
240 East 123rd Street,New York,NY,10035.0
240 West 124th Street,New York,NM,10027.0
1703 Washington Avenue,Miami,FL,33139.0
874 American Pacific Drive,Henderson,NV,89014.0
1310 Johnson Lane,Vallejo,CA,94592.0
360 CHOATE AVE,BUFFALO,NY,142202094.0
491 COTTEKILL ROAD,STONE RIDGE,NY,12484.0
120 E 16TH ST 4th FLOOR,NEW YORK,NY,10003.0
807 UNION ST,SCHENECTADY,NY,123082311.0
3041 BROADWAY,NEW YORK,NY,100275792.0
45 C Williamsburg Street,BROOKLYN,NY,11211.0
6620 Thornton Place,Forest Hills,NY,11375.0
74-10 88th Street,Glendale,NY,11375.0
128 Rutledge Street,Brooklyn,NY,11211.0
193 Keap Street,Brooklyn,NY,11211.0
5 Garfield Road,Monroe,NY,10950.0
300 STEAMBOAT RD,KINGS POINT,NY,110241699.0
1600 BURRSTONE RD,UTICA,NY,135024892.0
201 Bleecker St.,Utica,NY,13501.0
17 Elm St.,Oneonta,NY,13820.0
State Route 5,Canastota,NY,13032.0
124 RAYMOND AVE,POUGHKEEPSIE,NY,12604.0
240 PINE RIDGE RD,BUFFALO,NY,142253999.0
209 E 23RD ST,NEW YORK,NY,100103994.0
ONE CAMPUS RD,STATEN ISLAND,NY,103014495.0
298 CRESCENT BEACH ROAD,Glen Cove,NY,115421398.0
170 STATE RTE 90,AURORA,NY,130260500.0
325 CENTRAL AVE,WHITE PLAINS,NY,10606.0
75 GRASSLANDS RD,VALHALLA,NY,10595.0
27 North Division Street,Peekskill,NY,10566.0
22 Rockledge Avenue,Ossining,NY,10562.0
175 Gramatan Avenue,Mount Vernon,NY,10550.0
SIX GRAMATAN AVE,MT VERNON,NY,105500000.0
8 E 40TH ST,NEW  YORK,NY,100160190.0
4200 Glendale Road,POTTERSVILLE,NY,12860.0
1300 Word Of Life Drive,Hudson,FL,34669.0
1818 54TH ST,BROOKLYN,NY,112041545.0
1326 OCEAN PKY,BROOKLYN,NY,112309963.0
1573 39TH ST,BROOKLYN,NY,112184413.0
Pines Bridge Road,Mount Kisco,NY,10549.0
83-96 117TH ST,KEW GARDENS,NY,11418.0
500 W 185TH ST,NEW YORK,NY,100333299.0
245 Lexington Ave,New York,NY,10016.0
55 Fifth Avenue,New York,NY,10003.0
1300 Morris Park Avenue,Bronx,NY,10461.0
15 ELYON ROAD,MONSEY,NY,10952.0
Laurel Park Road,SOUTH FALLSBURGH,NY,12779.0
1208 N Road Street,Elizabeth City,NC,279062327.0
123 Russell Twiford Road,Manteo,NC,27954.0
1316C North Broad Street,Edenton,NC,27932.0
Three LakePointe Plaze,2110 Water Ridge Parkway,CHARLOTTE,NC
680 Highway 74 West,POLKTON,NC,28135.0
514 N. Washington St.,Wadesboro,NC,28170.0
4209 Old Charlotte Highway,Monroe,NC,28110.0
B.B. Dougherty Admin. Building,BOONE,NC,28608.0
736 S Fayetteville St,Asheboro,NC,27203.0
340 VICTORIA RD,ASHEVILLE,NC,288014897.0
4646 US Hwy 25-70,Marshall,NC,28753.0
1459 Sand Hill Road,Asheville,NC,28806.0
5106 N ROXBORO RD,DURHAM,NC,27704.0
200 ACC DRIVE,NE,WILSON,NC
7740 N POINTE BLVD,WINSTON SALEM,NC,27106.0
5337 HIGHWAY 264 EAST,WASHINGTON,NC,27889.0
100 Belmont-Mt Holly Road,BELMONT,NC,280121802.0
900 E WASHINGTON ST,GREENSBORO,NC,274013239.0
HWY 41 WEST,DUBLIN,NC,28332.0
180 West Campus Drive,Flat Rock,NC,28731.0
1 Brevard College Drive,Brevard,NC,287123306.0
10125 Berkeley Place Drive,Charlotte,NC,282621294.0
50 COLLEGE RD,SUPPLY,NC,284620030.0
431 COPPERFIELD BLVD NE,CONCORD,NC,280252405.0
2855 HICKORY BLVD.,HUDSON,NC,28638.0
294 Community College Drive,Boone,NC,28607.0
PO BOX 97,BUIES CREEK,NC,27506.0
411 NORTH FRONT ST,WILMINGTON,NC,28401.0
100 East Industrial Dr.,Wilmington,NC,28425.0
4500 Blue Clay Rd.,Castle Hayne,NC,28429.0
3435 Performance Rd,Charlotte,NC,28214.0
3505 ARENDELL ST,MOREHEAD CITY,NC,285572989.0
2300 W INNES ST,SALISBURY,NC,28144.0
2550 HWY 70 SE,HICKORY,NC,286028302.0
125 North College Avenue,Newton,NC,28658.0
345 Industrial Blvd.,Taylorsville,NC,28681.0
29 Turtle Creek Drive,Asheville,NC,28803.0
1105 KELLY DR,SANFORD,NC,27330.0
PO BOX 35009,CHARLOTTE,NC,282355009.0
PO BOX 35009,CHARLOTTE,NC,282355009.0
8120 Grier Road,Charlotte,NC,28215.0
2800 Campus Ridge Road,Matthews,NC,28105.0
315 West Hebron Street,Charlotte,NC,28273.0
3210 CPCC Harris Campus Drive,Charlotte,NC,28208.0
One University Place,MURFREESBORO,NC,27855.0
137 S POST RD,SHELBY,NC,28152.0
444 WESTERN BLVD,JACKSONVILLE,NC,285466877.0
800 COLLEGE CT,NEW BERN,NC,28562.0
305 cunningham Blvd,Havelock,NC,28532.0
297 DAVIDSON COMMUNITY COLLEGE RD,Thomasville,NC,27360.0
1205 Salisbury Road,Mocksville,NC,27028.0
102 North Main Street,Davidson,NC,28035.0
207 ALLEN BLDG. BOX 90001,DURHAM,NC,27708.0
135 Duke Marine Lab Road,Beaufort,NC,285169721.0
1637 Lawson Street,Durham,NC,27703.0
2401 Snow Hill Road,Durham,NC,27712.0
525 College Park Road,Hillsborough,NC,27278.0
EAST FIFTH STREET,GREENVILLE,NC,278584353.0
600 Moye Boulevard,Greenville,NC,27834.0
2009 W WILSON ST,TARBORO,NC,27886.0
225 Tarboro Street,Rocky Mount,NC,27801.0
1704 WEEKSVILLE RD,ELIZABETH CITY,NC,27909.0
216 North Williamson Ave.,Elon,NC,272442010.0
3442 BRAGG BLVD,FAYETTEVILLE,NC,28303.0
2201 HULL RD,FAYETTEVILLE,NC,283030236.0
1200 MURCHISON RD,FAYETTEVILLE,NC,283014298.0
2100 SILAS CREEK PKY,WINSTON SALEM,NC,271035197.0
1251 Dudley Products Drive,Kernersville,NC,27284.0
4905 Lansing Drive,Winston Salem,NC,27105.0
1300 Bolton Street,Winston Salem,NC,27103.0
3111 Big Oaks Drive,King,NC,27050.0
110 MAIN ST,BOILING SPRINGS,NC,28017.0
201 HWY 321 SOUTH,DALLAS,NC,28034.0
511 South Aspen St,Lincolnton,NC,28093.0
7220 Wilkinson Blvd.,Belmont,NC,28012.0
2001 E WENDOVER AVE,GREENSBORO,NC,27405.0
815 W MARKET ST,GREENSBORO,NC,274011875.0
5800 W FRIENDLY AVE,GREENSBORO,NC,27410.0
601 HIGH POINT RD,JAMESTOWN,NC,27282.0
901 South Main Street,High Point,NC,27260.0
3505 East Wendover Avenue,Greensboro,NC,27405.0
209B S KINGS DR,CHARLOTTE,NC,28204.0
100 COLLEGE DRIVE,WELDON,NC,27890.0
185 FREEDLANDER DR,CLYDE,NC,28721.0
PO BOX 1628,DUNN,NC,28335.0
833 MONTLIEU AVE,HIGH POINT,NC,272623598.0
6000 Museum Drive,Winston Salem,NC,271059503.0
286 ICC Loop Road,SPINDALE,NC,281600804.0
133 JAMES SPRUNT DRIVE,KENANSVILLE,NC,283490398.0
2314 N CENTENNIAL ST,HIGH POINT,NC,272653136.0
100-152 BEATTIES FORD RD,CHARLOTTE,NC,282165302.0
245 COLLEGE ROAD,SMITHFIELD,NC,275772350.0
PO BOX 128,BANNER ELK,NC,286040128.0
231 HIGHWAY 58 SOUTH,KINSTON,NC,285020188.0
625 7TH Ave. NE,HICKORY,NC,28601.0
1305 COLISEUM BLVD,GREENSBORO,NC,27403.0
701 West Monroe Street,Salisbury,NC,28144.0
501 N. Main St.,Louisburg,NC,275492399.0
100 ATHLETIC ST,MARS HILL,NC,28754.0
1161 Kehukee Park Road,Williamston,NC,278928307.0
200 Mayland Drive,SPRUCE PINE,NC,28777.0
54 College Drive,MARION,NC,287528728.0
701 B FOREST POINT CIRCLE,CHARLOTTE,NC,28273.0
3800 HILLSBOROUGH ST,RALEIGH,NC,276075298.0
5400 RAMSEY ST,FAYETTEVILLE,NC,283111420.0
5000 Market Street,WILMINGTON,NC,28405.0
500 W BROAD STREET,STATESVILLE,NC,286775293.0
426 ARLINGTON BLVD,GREENVILLE,NC,27858.0
2620 FOREST HILLS RD  STE A,WILSON,NC,27893.0
1201 Stafford st Ste B2,Monroe,NC,28110.0
1011 PAGE ST,Troy,NC,27371.0
310 GAITHER CIR,MONTREAT,NC,287571267.0
634 HENDERSON ST,MT OLIVE,NC,283650919.0
1520 Goodson ST,Seymour Johnson AFB,NC,275312411.0
2131 South Glenburnie Rd,New Bern,NC,28562.0
5001 S. Miami Boulevard,Durham,NC,27703.0
1426 Common Wealth DR,Wilmington,NC,28403.0
4525 US HWY 264 West,Washington,NC,27889.0
4348 MARKET ST,WILMINGTON,NC,28403.0
522 N. Old Carriage Road,Rocky Mount,NC,27804.0
1601 E Market  St,Greensboro,NC,27411.0
1 UNIVERSITY HEIGHTS,ASHEVILLE,NC,288048510.0
CB 9100,103 South Building UNC-Chapel Hill,CHAPEL HILL,NC
9201 UNIVERSITY CITY BLVD,CHARLOTTE,NC,282230001.0
1000 SPRING GARDEN STREET,GREENSBORO,NC,274026170.0
1801 FAYETTEVILLE ST,DURHAM,NC,27707.0
1533 S MAIN ST,WINSTON SALEM,NC,271272188.0
2101 Hillsborough Street,RALEIGH,NC,276957001.0
3400 N WESLEYAN BLVD,ROCKY MOUNT,NC,27804.0
601 S COLLEGE RD,WILMINGTON,NC,284035931.0
5049 HWY 306S,GRANTSBORO,NC,28529.0
15 E PEACE ST,RALEIGH,NC,276041194.0
ONE UNIVERSITY DRIVE,PEMBROKE,NC,283721510.0
48380 HWY 52N,MISENHEIMER,NC,281090960.0
420 S. Broad St.,WINSTON SALEM,NC,27101.0
249 Gilbert Road,Mocksville,NC,27028.0
20 K.B. Fazlul KD. Road,Chittagong,NULL,NULL
1715 COLLEGE DR,ROXBORO,NC,27573.0
331 Piedmont Drive,,Yanceyville,NC
1986 Pitt Tech Road,WINTERVILLE,NC,28590.0
1900 SELWYN AVE,CHARLOTTE,NC,282740001.0
629 INDUSTRIAL PK AVE,ASHEBORO,NC,27205.0
1042 W. Hamlet Ave.,Hamlet,NC,283451189.0
715 N POINDEXTER ST,ELIZABETH CITY,NC,279094054.0
109 Community College Rd,Ahoskie,NC,279109522.0
5160 Fayetteville Rd,LUMBERTON,NC,28360.0
HWY 65W COUNTY HOME RD,WENTWORTH,NC,273750038.0
PO BOX 1595  1333 Jake Alexander Blvd,SALISBURY,NC,281451595.0
1531 Trinity Church Rd,Concord,NC,280277601.0
660 Concord Parkway North,Concord,NC,28027.0
942 Cloverleaf Plaza,Kannapolis,NC,28083.0
1315 Oakwood Avenue,Raleigh,NC,276102298.0
601 South Church Street,Winston-Salem,NC,27108.0
HIGHWAY 24 WEST,CLINTON,NC,28329.0
3395 AIRPORT RD,PINEHURST,NC,28374.0
118 E SOUTH ST,RALEIGH,NC,27601.0
415 East Holloman Street,Ahoskie,NC,27910.0
31 College Place,Asheville,NC,28801.0
411 W. Chapel Hill Street,Durham,NC,27701.0
603 B Country Club Drive,Fayetteville,NC,28301.0
2611 E. 10th Street,Greenville,NC,27858.0
1301 Lincoln Drive,High Point,NC,27260.0
113 South Main St.,Kannapolis,NC,28081.0
605 Sunset Avenue,Rocky Mount,NC,27802.0
224 N. Front Street,Wilmington,NC,28401.0
222 TALLYWOOD SHOPPING CTR,FAYETTEVILLE,NC,283035364.0
1700 DOGWOOD MILE,LAURINBURG,NC,283525521.0
11032 E INDEPENDANCE BLVD,MATTHEWS,NC,28105.0
SHOPPES AT KINGS GRANT-10075 WEDDINGTON RD. EXT.,CONCORD,NC,28027.0
4564 CHADBOURN HWY,WHITEVILLE,NC,284725422.0
447 COLLEGE DR,SYLVA,NC,28779.0
141 COLLEGE DR,ALBEMARLE,NC,28001.0
630 S. MAIN ST.,DOBSON,NC,27017.0
4649 Highway 601,Yadkinville,NC,27055.0
1220 State Street,Mount Airy,NC,27030.0
1247 Jimmie-Kerr Road,GRAHAM,NC,272538000.0
1304 Plaza Drive,Burlington,NC,27215.0
21 Campus Circle,MURPHY,NC,28906.0
PO BOX 917,200 Community College Rd./STATE RD 1126,HENDERSON,NC
1834 Wake Forest Rd.,WINSTON SALEM,NC,27109.0
Medical Center Blvd.,Winston Salem,NC,27157.0
Gustaf Tschermakgasse 20,1190,Vienna,NULL
Dorsoduro 699,San Gregorio,30123,Venice
36 Steele's Road,Hampstead,London,NULL
111 N Chestnut Street,Winston-Salem,NC,27101.0
9101 FAYETTEVILLE RD,RALEIGH,NC,276035696.0
2901 Holston Lane,Raleigh,NC,27610.0
6600 Louisburg Rd,Raleigh,NC,27616.0
3434 Kildare Farm Rd,Cary,NC,27518.0
321 Chapanoke Rd,Raqleigh,NC,27603.0
P. O. Box 9000,Asheville,NC,288159000.0
3643 N ROXBORO Road,DURHAM,NC,277042763.0
3000 WAYNE MEMORIAL DR,GOLDSBORO,NC,275338002.0
1001 BURKEMONT AVE,MORGANTON,NC,286554511.0
1328 SOUTH COLLEGIATE DR,WILKESBORO,NC,28697.0
902 HERRING AVE,WILSON,NC,278933310.0
CAMDEN ST,WINGATE,NC,281740157.0
4209 Indiana Avenue,Winston-Salem,NC,27105.0
1531 SILAS CREEK PKY,WINSTON SALEM,NC,27127.0
601 MARTIN LUTHER KING JR. DR.,WINSTON-SALEM,NC,271100001.0
Western Carolina University,CULLOWHEE,NC,287239646.0
4012 19TH AVE SW,FARGO,ND,581037196.0
1500 EDWARDS AVE,BISMARCK,ND,585065587.0
291 Campus Drive,Dickinson,ND,586014896.0
PO BOX 490,NEW TOWN,ND,58763.0
2011 S WASHINGTON ST,GRAND FORKS,ND,58201.0
108 S MAIN ST,MINOT,ND,587013914.0
608 6TH ST NE,JAMESTOWN,ND,58405.0
627 NORTHERN PACIFIC AVENUE,FARGO,ND,58102.0
1801 N COLLEGE DR,DEVILS LAKE,ND,583011598.0
PO Box 269,FORT TOTTEN,ND,583350269.0
7500 UNIVERSITY DRIVE,BISMARCK,ND,58504.0
Fargo Center,1351 Page Drive,Fargo,ND
Billings Center,3320 Second Avenue North,Billings,MT
Kansas City Center,7703 NW Barry Road,Kansas City,MO
Butler Center,505 7th St S,Bisamarck,ND
330 3RD ST NE,MAYVILLE,ND,582571229.0
512 N 7TH ST,BISMARCK,ND,585014425.0
500 UNIVERSITY AVE W,MINOT,ND,58707.0
16 S EIGHTH ST,FARGO,ND,581031805.0
3851 CAMPUS ROAD STOP 9035,GRAND FORKS,ND,582029035.0
800 N 6TH ST,WAHPETON,ND,58076.0
105 SIMRALL BLVD,BOTTINEAU,ND,583181159.0
1301  12th Avenue North,FARGO,ND,58102.0
1410 UNIVERSITY AVE,WILLISTON,ND,588011326.0
124 N 4TH ST,BISMARCK,ND,585014001.0
1341 92ND ST,FT YATES,ND,585389721.0
P.O. Box 613,McLaughlin,SD,57642.0
921 10th Avenue West,Mobridge,SD,57601.0
50 6TH AVE S,ELLENDALE,ND,584367150.0
10145 BIA Road 7,BELCOURT,ND,583160340.0
P.O. Box 340,Belcourt,ND,583160340.0
3315 UNIVERSITY DRIVE,BISMARCK,ND,585047565.0
101 SW COLLEGE ST,VALLEY CITY,ND,58072.0
2076 YOUNGSTOWN WARREN RD,NILES,OH,444464398.0
1171 East Kemper Road,CINCINNATI,OH,452463322.0
2004 Euclid Ave.,Cleveland,OH,441152282.0
147 PARK ST,AKRON,OH,443081979.0
1600 South Arlington,Suite 100,Akron,OH
302 BUCHTEL COMMON,AKRON,OH,443254702.0
6300 Technology Lane,Medina,OH,44256.0
1532 Peckham Street,AKRON,OH,443111699.0
1901 SMUCKER RD,ORRVILLE,OH,44667.0
2161 WOODSDALE RD,SALEM,OH,444609598.0
795 Livermore Street,Yellow Springs,OH,453871697.0
124 E SEVENTH ST,CINCINNATI,OH,45202.0
3325 SHAWNEE RD,LIMA,OH,458061454.0
1212 JACKSON ST.,CINCINNATI,OH,45202.0
1783 State Rt 60,Ashland,OH,448059377.0
401 College Ave,Ashland,OH,448053702.0
910 Center St,Ashland,OH,44805.0
Ashland University,1005 N Abbe Rd,Elyria,OH
Ashland University,1900 E Dublin Granville Rd,Columbus,OH
Ashland University,2550 University Dr SE,Massillon,OH
Ashland University,4645 Richmond Rd,Warrensville Heights,OH
Ashland Univ,23100 Providence Dr,Suite 380,Southfield
1565 STATE RTE 167,JEFFERSON,OH,44047.0
8140 AUBURN RD,CONCORD TWP,OH,44077.0
2600 6TH ST SW,CANTON,OH,447101797.0
275 EASTLAND RD,BEREA,OH,440172088.0
120 FOX SHANNON PL,ST CLAIRSVILLE,OH,43950.0
1 University Drive,BLUFFTON,OH,458171196.0
653 Enterprise Parkway,RAVENNA,OH,44266.0
One University Drive,HURON,OH,448399791.0
220 MCFALL CTR,BOWLING GREEN,OH,43403.0
12955 SNOW RD,PARMA,OH,441303151.0
351 Buckeye Hills Road,P.O. Box 157,RIO GRANDE,OH
3603 HAMILTON MIDDLETOWN RD,HAMILTON,OH,45011.0
116 McKInley Avenue NW,CANTON,OH,44702.0
1 College and Main,COLUMBUS,OH,432092394.0
303 East Broad Street,Columbus,OH,43215.0
627 MAIN ST,ZANESVILLE,OH,43701.0
633 S BREIEL BLVD,MIDDLETOWN,OH,45044.0
125 E SECOND ST,DAYTON,OH,45402.0
7809 WAYNETOWNE BLVD,HUBER HEIGHTS,OH,45424.0
10900 EUCLID AVE,CLEVELAND,OH,441067004.0
251 N. Main Street,CEDARVILLE,OH,453140601.0
1179 UNIVERSITY DR,NEWARK,OH,430551767.0
4600 CARNEGIE AVE,CLEVELAND,OH,44103.0
1400 BRUSH ROW RD,PO Box 1004,WILBERFORCE,OH
20918 State Route 251,St Martin,OH,451189705.0
200 E Wood St.,Youngstown,OH,445031600.0
2700 GLENWAY AVE,CINCINNATI,OH,452043200.0
645 W NORTH BEND RD,CINCINNATI,OH,452241462.0
2624 CLIFTON AVENUE,CINCINNATI,OH,452210127.0
2220 Victory Parkway,Cincinnati,OH,452062839.0
3520 Central Parkway,Cincinnati,OH,452232690.0
4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103.0
9555 PLAINFIELD RD,BLUE ASH,OH,45236.0
1476 LANCASTER PIKE,CIRCLEVILLE,OH,43113.0
570 E LEFFEL LN,SPRINGFIELD,OH,455050570.0
1502 MARKET ST,WHEELING,WV,26003.0
26500 SHAKER BLVD,BEACHWOOD,OH,44122.0
11141 EAST BLVD,CLEVELAND,OH,441061710.0
2450 PROSPECT AVE  E.  2ND FLR.,CLEVELAND,OH,441152285.0
11021 EAST BLVD,CLEVELAND,OH,441061776.0
2121 EUCLID AVE,CLEVELAND,OH,44115.0
9364 ST RT 45,LISBON,OH,444329585.0
2469 Stelzer Road,COLUMBUS,OH,43219.0
107 N NINTH ST,COLUMBUS,OH,43215.0
2745 Winchester Pike,COLUMBUS,OH,43232.0
1880 E. DUBLIN - GRANVILLE RD.,COLUMBUS,OH,432293553.0
5095 Waterford Dr.,Sheffield Village,OH,44035.0
550 E SPRING ST,COLUMBUS,OH,43215.0
7207 Northgate Way,Westerville,OH,43082.0
6190 SHAMROCK CT,DUBLIN,OH,43016.0
5355 ALKIRE RD,COLUMBUS,OH,43228.0
